¹	D7 D6 D5 D4 D3 D2 D1 D0 HEX
616	1  1  0  0  0  0  1  0  0xC2
617	1  1  1  1  1  1  0  1  0xFD
618	1  1  1  1  1  1  0  1  0xFD
619	0  1  1  1  1  1  1  0  0x7E
620	0  0  0  1  1  0  1  0  0x1A
621	0  1  1  1  1  1  1  0  0x7E
622	1  0  1  0  1  1  0  1  0xAD
623	1  0  1  0  0  1  1  0  0xA6
624	1  0  1  1  0  0  1  0  0xB2
625	1  0  1  1  1  0  1  1  0xBB
626	1  0  1  0  0  1  0  1  0xA5
627	0  1  1  0  0  1  0  0  0x64
628	0  1  0  0  1  1  1  1  0x4F
629	0  0  0  0  1  0  1  1  0x0B
630	0  0  0  0  0  0  1  1  0x03
631	1  0  1  0  1  1  0  0  0xAC
632	0  1  1  1  0  1  0  1  0x75
633	0  1  1  1  0  0  1  1  0x73
634	0  1  1  1  1  1  0  0  0x7C
635	0  1  1  1  0  0  0  0  0x70
636	0  1  0  1  1  1  1  0  0x5E
637	1  1  0  1  0  0  1  0  0xD2
638	0  1  1  1  0  0  1  0  0x72
639	0  1  1  0  0  1  1  1  0x67
640	0  0  1  1  1  1  0  0  0x3C
641	0  1  0  0  1  1  1  0  0x4E
642	0  1  0  1  0  1  0  0  0x54
643	0  0  0  1  1  1  1  1  0x1F
644	1  0  1  1  0  0  0  1  0xB1
645	1  1  1  1  1  1  1  0  0xFE
646	0  0  1  1  0  1  0  1  0x35
647	0  1  0  0  0  1  1  0  0x46
648	1  0  0  0  1  0  1  1  0x8B
649	1  1  0  1  1  0  0  0  0xD8
650	1  0  1  1  0  0  0  0  0xB0
651	0  0  1  1  0  1  0  1  0x35
652	1  1  0  0  0  1  0  0  0xC4
653	1  1  0  1  1  1  1  0  0xDE
654	1  1  1  1  1  0  1  1  0xFB
655	1  0  1  1  1  1  1  0  0xBE
656	1  0  1  1  1  0  1  0  0xBA
657	1  0  0  0  0  1  0  1  0x85
658	0  1  0  0  1  0  0  1  0x49
659	0  0  1  1  0  1  1  1  0x37
660	1  0  1  0  1  0  1  1  0xAB
661	0  1  1  0  0  1  1  0  0x66
662	0  1  1  0  0  1  1  0  0x66
663	1  1  0  0  0  1  1  1  0xC7
664	0  1  1  1  0  1  0  0  0x74
665	0  0  1  0  1  0  0  0  0x28
666	1  0  0  0  1  1  1  0  0x8E
667	1  1  1  1  0  0  0  0  0xF0
668	1  0  0  0  1  0  1  0  0x8A
669	1  0  1  0  1  1  0  0  0xAC
670	1  0  0  0  1  1  1  0  0x8E
671	0  1  0  1  1  1  0  1  0x5D
672	0  0  1  1  1  0  0  1  0x39
673	0  1  1  1  1  0  1  1  0x7B
674	0  0  0  1  1  1  1  0  0x1E
675	1  1  1  0  1  1  1  0  0xEE
676	0  0  0  1  1  1  0  0  0x1C
677	0  1  1  0  1  1  0  1  0x6D
678	0  1  1  1  1  1  0  1  0x7D
679	0  0  0  0  0  0  0  1  0x01
680	1  1  0  1  1  1  1  0  0xDE
681	1  0  0  1  1  1  0  0  0x9C
682	0  1  0  0  1  1  1  0  0x4E
683	0  0  0  0  0  1  0  0  0x04
684	0  0  1  0  1  1  1  1  0x2F
685	1  0  0  0  1  0  0  0  0x88
686	1  0  1  1  0  0  1  0  0xB2
687	0  0  1  1  1  0  0  0  0x38
688	0  0  0  0  1  0  0  1  0x09
689	1  0  0  0  1  1  0  0  0x8C
690	1  0  1  0  0  1  1  1  0xA7
691	1  1  0  0  0  1  1  1  0xC7
692	0  0  1  0  0  1  0  1  0x25
693	1  0  0  0  0  0  0  1  0x81
694	1  0  1  0  0  0  0  1  0xA1
695	0  0  0  0  1  0  0  1  0x09
696	1  0  1  1  1  0  0  0  0xB8
697	1  0  1  1  0  0  0  0  0xB0
698	0  1  1  0  0  1  1  1  0x67
699	0  0  0  1  0  0  1  1  0x13
700	0  1  1  1  0  0  1  1  0x73
701	1  1  1  1  1  1  0  1  0xFD
702	0  0  1  1  0  0  0  0  0x30
703	1  0  0  0  0  0  1  0  0x82
704	1  0  1  1  1  0  1  0  0xBA
705	0  1  0  1  0  0  1  0  0x52
706	1  1  1  1  1  1  0  1  0xFD
707	1  0  0  0  0  1  1  0  0x86
708	0  0  1  0  0  0  1  1  0x23
709	0  1  0  0  1  0  1  0  0x4A
710	0  0  1  1  1  0  0  1  0x39
711	0  0  1  1  0  0  0  1  0x31
712	0  0  1  1  0  0  1  0  0x32
713	0  0  0  1  1  1  1  1  0x1F
714	1  0  0  1  0  0  0  0  0x90
715	0  0  0  0  0  0  1  0  0x02
716	0  1  0  1  0  0  1  1  0x53
717	1  1  0  1  0  1  1  0  0xD6
718	0  0  0  0  1  1  0  0  0x0C
719	1  0  1  0  1  1  0  1  0xAD
720	0  0  0  1  1  0  0  1  0x19
721	1  0  1  0  1  0  0  1  0xA9
722	0  1  1  1  0  1  1  1  0x77
723	0  0  1  0  1  1  0  1  0x2D
724	1  0  1  1  0  1  1  0  0xB6
725	1  0  1  1  0  1  0  1  0xB5
726	1  1  1  0  1  1  0  0  0xEC
727	0  0  0  0  1  1  0  1  0x0D
728	1  0  1  1  1  0  1  0  0xBA
729	1  1  1  0  0  1  0  1  0xE5
730	1  0  1  1  1  1  1  1  0xBF
731	1  1  1  1  0  0  1  0  0xF2
732	0  0  0  1  0  0  0  0  0x10
733	0  0  0  1  1  1  1  0  0x1E
734	1  0  0  1  0  0  0  0  0x90
735	0  1  1  0  1  1  0  1  0x6D
736	0  0  1  1  0  1  1  0  0x36
737	1  0  1  0  1  0  1  1  0xAB
738	1  0  1  0  1  0  1  0  0xAA
739	0  0  0  0  0  0  0  0  0x00
740	1  0  1  1  1  1  0  0  0xBC
741	1  1  1  0  1  1  0  0  0xEC
742	1  0  1  0  0  0  1  0  0xA2
743	0  1  1  0  1  1  1  0  0x6E
744	0  0  0  0  0  0  0  0  0x00
745	0  0  1  1  1  0  1  1  0x3B
746	0  0  1  0  1  1  0  0  0x2C
747	0  1  0  0  1  0  0  0  0x48
748	0  0  1  0  1  0  0  0  0x28
749	0  0  0  1  1  1  1  1  0x1F
750	0  1  0  0  0  0  0  1  0x41
751	1  0  1  1  0  1  0  0  0xB4
752	0  1  1  0  0  0  0  0  0x60
753	1  0  1  1  0  1  0  0  0xB4
754	0  1  1  0  1  1  1  1  0x6F
755	1  0  0  0  0  0  0  1  0x81
756	0  1  0  1  0  1  1  0  0x56
757	0  1  0  1  1  0  1  0  0x5A
758	1  0  0  0  0  0  0  0  0x80
759	0  1  1  0  1  0  0  1  0x69
760	1  1  1  1  0  0  1  0  0xF2
761	1  0  0  1  1  1  0  1  0x9D
762	0  1  0  0  1  1  1  1  0x4F
763	1  0  1  0  0  1  0  1  0xA5
764	0  1  0  1  1  0  1  0  0x5A
765	0  1  1  0  0  1  0  1  0x65
766	1  1  1  0  0  1  1  0  0xE6
767	1  0  1  1  0  1  1  1  0xB7
768	0  0  1  0  0  1  1  0  0x26
769	0  1  0  1  1  1  1  1  0x5F
770	1  1  0  1  1  1  0  0  0xDC
771	0  1  1  1  0  0  1  1  0x73
772	1  1  1  0  0  0  0  1  0xE1
773	1  0  1  0  1  0  1  1  0xAB
774	1  1  1  0  1  1  1  0  0xEE
775	0  1  0  0  1  1  1  1  0x4F
776	1  1  0  0  0  0  0  0  0xC0
777	1  1  0  0  0  1  1  0  0xC6
778	1  1  0  1  1  1  0  1  0xDD
779	1  1  1  0  1  1  0  1  0xED
780	1  0  1  0  0  1  1  0  0xA6
781	1  0  1  1  1  0  1  1  0xBB
782	1  0  0  0  0  1  1  1  0x87
783	1  1  1  0  0  1  1  1  0xE7
784	0  1  0  1  1  0  0  0  0x58
785	1  0  0  0  0  1  1  0  0x86
786	0  1  0  0  1  0  0  1  0x49
787	1  1  0  1  1  0  1  0  0xDA
788	1  1  1  1  1  1  0  0  0xFC
789	1  1  0  0  1  0  0  0  0xC8
790	1  0  0  1  0  1  0  0  0x94
791	1  0  1  1  0  1  0  1  0xB5
792	1  1  0  1  1  0  0  0  0xD8
793	1  0  1  1  0  0  1  0  0xB2
794	1  1  0  0  1  1  0  1  0xCD
795	0  1  0  0  0  0  1  1  0x43
796	0  1  0  0  1  0  0  1  0x49
797	0  0  1  0  1  0  1  1  0x2B
798	0  1  1  0  1  0  1  1  0x6B
799	1  1  1  1  0  1  1  1  0xF7
800	0  0  0  0  0  0  1  1  0x03
801	0  1  0  0  0  1  0  0  0x44
802	0  1  0  0  1  1  0  0  0x4C
803	1  1  1  1  1  0  0  0  0xF8
804	1  0  0  0  1  0  0  0  0x88
805	1  1  0  1  1  1  1  0  0xDE
806	0  1  0  1  0  1  1  1  0x57
807	0  1  1  0  1  1  0  1  0x6D
808	1  1  1  0  1  0  1  0  0xEA
809	1  0  0  1  1  0  1  0  0x9A
810	0  1  0  1  1  0  0  0  0x58
811	0  0  0  0  1  0  1  0  0x0A
812	1  1  0  0  0  1  0  0  0xC4
813	0  0  0  0  0  0  1  0  0x02
814	0  0  0  1  1  0  0  0  0x18
815	1  1  0  1  1  0  1  1  0xDB
816	0  1  1  1  0  1  1  1  0x77
817	1  1  1  1  0  1  0  1  0xF5
818	1  0  1  1  1  1  0  0  0xBC
819	0  1  0  1  0  0  0  0  0x50
820	1  0  1  0  0  0  1  0  0xA2
821	0  1  0  1  1  0  0  0  0x58
822	0  1  1  0  0  0  0  0  0x60
823	1  0  0  0  1  0  1  0  0x8A
824	1  1  1  0  0  1  0  0  0xE4
825	1  1  1  1  1  0  1  1  0xFB
826	1  1  1  1  0  1  0  0  0xF4
827	1  1  1  0  0  1  0  1  0xE5
828	1  1  0  1  0  1  0  1  0xD5
829	1  1  0  0  1  0  0  1  0xC9
830	0  1  0  1  0  1  1  0  0x56
831	1  1  0  0  0  1  1  0  0xC6
832	0  1  0  0  0  0  1  0  0x42
833	0  0  1  1  0  1  0  0  0x34
834	1  0  1  1  0  0  0  0  0xB0
835	1  0  1  0  0  1  1  0  0xA6
836	1  0  1  0  1  0  0  1  0xA9
837	1  1  0  1  1  1  1  1  0xDF
838	0  0  0  1  0  1  0  1  0x15
839	0  1  0  1  1  1  1  1  0x5F
840	1  1  1  1  0  1  1  0  0xF6
841	1  0  0  0  1  1  1  0  0x8E
842	0  1  0  1  0  1  1  1  0x57
843	1  0  1  1  0  1  1  1  0xB7
844	0  1  1  1  1  1  0  0  0x7C
845	0  1  0  0  1  0  1  1  0x4B
846	0  0  1  0  1  0  1  1  0x2B
847	0  0  1  0  1  0  1  0  0x2A
848	0  0  1  1  0  1  0  1  0x35
849	1  1  0  1  1  0  1  1  0xDB
850	1  0  0  0  0  0  0  0  0x80
851	1  1  1  1  1  1  0  0  0xFC
852	0  0  1  1  1  1  1  0  0x3E
853	0  1  1  0  0  0  0  0  0x60
854	0  0  0  1  1  1  0  0  0x1C
855	1  0  0  0  0  0  0  0  0x80
856	1  0  0  0  1  1  1  0  0x8E
857	0  1  0  0  1  1  1  1  0x4F
858	0  1  1  1  1  0  0  1  0x79
859	1  0  1  0  0  0  1  0  0xA2
860	1  1  1  1  0  1  1  0  0xF6
861	1  0  0  1  0  1  0  1  0x95
862	1  1  0  1  1  1  1  1  0xDF
863	1  0  1  1  1  0  1  1  0xBB
864	0  1  0  1  1  1  1  0  0x5E
865	0  0  0  0  0  1  0  1  0x05
866	1  1  0  0  0  0  1  0  0xC2
867	1  0  0  1  0  1  1  0  0x96
868	0  0  1  1  1  1  1  0  0x3E
869	0  0  0  0  0  1  0  1  0x05
870	0  1  0  1  1  1  1  0  0x5E
871	1  0  1  1  1  1  1  0  0xBE
872	0  1  0  1  1  0  1  1  0x5B
873	0  1  1  1  1  0  1  0  0x7A
874	1  0  0  1  0  0  0  1  0x91
875	0  0  0  0  1  0  1  1  0x0B
876	1  1  0  0  0  1  0  0  0xC4
877	1  1  1  1  0  0  0  0  0xF0
878	1  1  1  1  1  0  0  1  0xF9
879	0  1  1  0  1  1  0  0  0x6C
880	0  0  0  0  1  1  0  0  0x0C
881	0  0  0  0  1  1  1  0  0x0E
882	0  1  0  0  1  1  1  0  0x4E
883	1  1  1  1  0  1  1  0  0xF6
884	1  1  0  0  1  0  0  1  0xC9
885	0  0  1  1  1  0  1  0  0x3A
886	0  0  0  0  0  0  0  1  0x01
887	0  0  1  0  1  1  1  0  0x2E
888	0  1  0  0  1  1  0  1  0x4D
889	1  0  0  0  1  0  0  0  0x88
890	0  0  0  1  0  1  1  0  0x16
891	1  0  0  1  0  0  1  1  0x93
892	1  0  1  0  0  1  0  0  0xA4
893	1  1  1  0  1  0  0  1  0xE9
894	0  0  1  1  1  1  1  1  0x3F
895	0  1  1  0  1  1  1  1  0x6F
896	1  1  0  0  1  1  1  0  0xCE
897	1  0  0  1  0  0  0  1  0x91
898	0  0  1  1  1  0  1  0  0x3A
899	1  1  1  0  0  0  0  0  0xE0
900	0  0  1  1  1  1  0  1  0x3D
901	1  0  1  0  1  0  0  0  0xA8
902	0  1  1  0  1  1  0  0  0x6C
903	0  0  1  0  0  0  0  1  0x21
904	1  0  0  1  0  0  1  0  0x92
905	0  0  1  1  0  1  1  0  0x36
906	1  0  1  1  1  1  1  1  0xBF
907	0  0  0  1  1  1  1  0  0x1E
908	1  0  0  1  0  1  0  1  0x95
909	0  1  0  0  1  0  0  0  0x48
910	1  0  1  1  1  0  0  1  0xB9
911	0  0  1  1  1  0  0  0  0x38
912	0  1  1  1  0  0  1  0  0x72
913	0  1  1  0  1  0  0  0  0x68
914	1  1  0  1  1  1  0  1  0xDD
915	0  1  0  1  0  1  0  1  0x55
916	0  0  1  1  1  0  1  1  0x3B
917	0  0  1  1  1  1  0  0  0x3C
918	0  1  0  0  0  1  1  0  0x46
919	0  0  1  0  1  1  0  0  0x2C
920	1  0  0  1  1  0  1  0  0x9A
921	0  1  1  1  1  1  0  1  0x7D
922	1  0  0  0  0  0  1  0  0x82
923	1  1  0  1  0  0  0  0  0xD0
924	1  1  0  1  0  1  1  0  0xD6
925	0  0  0  1  1  0  1  1  0x1B
926	1  0  1  0  1  1  0  1  0xAD
927	0  1  1  1  1  0  1  0  0x7A
928	0  0  0  0  1  0  0  1  0x09
929	1  0  1  0  1  1  1  0  0xAE
930	1  1  0  0  1  1  1  1  0xCF
931	1  0  0  1  1  0  1  1  0x9B
932	1  0  1  0  0  0  0  0  0xA0
933	0  0  1  0  0  0  0  0  0x20
934	0  1  1  1  0  1  1  1  0x77
935	0  0  1  0  0  0  0  1  0x21
936	0  0  0  1  0  0  1  1  0x13
937	1  0  0  1  1  0  0  1  0x99
938	1  0  0  1  0  1  1  1  0x97
939	0  0  0  0  1  0  1  0  0x0A
940	1  1  1  0  0  1  1  0  0xE6
941	1  0  1  0  1  1  0  0  0xAC
942	1  0  1  0  0  0  1  1  0xA3
943	0  0  1  0  0  1  1  1  0x27
944	1  1  1  0  0  0  0  1  0xE1
945	1  0  1  1  1  1  1  1  0xBF
946	1  1  1  0  0  1  0  1  0xE5
947	0  0  1  1  0  0  1  0  0x32
948	1  0  0  0  1  0  1  1  0x8B
949	1  1  0  0  0  0  0  0  0xC0
950	0  0  1  0  0  1  0  0  0x24
951	0  0  0  1  0  1  0  0  0x14
952	1  1  1  0  1  1  0  1  0xED
953	0  0  0  0  0  1  1  0  0x06
954	0  1  1  1  0  1  1  0  0x76
955	0  1  1  1  0  0  0  0  0x70
956	1  0  0  0  0  1  0  1  0x85
957	1  0  0  0  0  1  0  1  0x85
958	0  1  1  0  0  0  0  1  0x61
959	0  1  1  1  0  0  1  1  0x73
960	1  0  0  0  1  0  0  0  0x88
961	0  0  1  1  0  1  1  0  0x36
962	0  0  1  1  1  0  0  1  0x39
963	1  1  0  1  1  1  1  1  0xDF
964	0  1  0  1  1  1  0  1  0x5D
965	1  1  0  0  0  1  1  0  0xC6
966	1  0  1  1  0  1  0  1  0xB5
967	0  1  0  1  0  1  1  0  0x56
968	0  1  0  1  0  1  1  0  0x56
969	0  1  1  1  1  1  0  1  0x7D
970	1  1  0  1  0  0  1  1  0xD3
971	1  1  1  0  0  1  0  0  0xE4
972	1  0  1  1  0  0  0  1  0xB1
973	0  1  1  1  0  0  1  0  0x72
974	1  1  1  0  1  1  1  1  0xEF
975	1  1  0  1  0  0  0  1  0xD1
976	1  1  0  0  1  1  1  1  0xCF
977	1  1  1  0  1  1  0  1  0xED
978	0  0  0  1  1  1  1  1  0x1F
979	1  0  1  0  0  1  0  1  0xA5
980	1  0  1  1  0  0  1  1  0xB3
981	0  0  0  1  1  1  0  1  0x1D
982	1  1  0  1  0  0  1  0  0xD2
983	0  1  1  1  1  0  1  1  0x7B
984	1  0  1  1  1  1  1  0  0xBE
985	1  1  1  1  1  0  1  1  0xFB
986	1  0  1  0  1  0  0  0  0xA8
987	1  0  0  0  1  0  1  1  0x8B
988	1  0  1  0  1  0  0  1  0xA9
989	0  1  1  1  1  1  1  0  0x7E
990	1  0  0  1  0  1  0  0  0x94
991	1  1  1  1  0  0  1  1  0xF3
992	1  1  0  0  0  0  1  1  0xC3
993	0  0  0  0  0  0  0  0  0x00
994	0  0  1  1  0  0  0  0  0x30
995	1  1  0  0  0  1  1  0  0xC6
996	0  1  1  0  1  1  0  1  0x6D
997	1  1  1  1  0  0  0  0  0xF0
998	0  1  1  0  0  0  0  0  0x60
999	0  1  0  1  0  1  1  1  0x57
1000	1  1  0  1  0  0  1  1  0xD3
1001	1  0  1  1  1  0  0  1  0xB9
1002	0  0  1  0  1  0  1  1  0x2B
1003	1  1  0  0  0  1  1  1  0xC7
1004	1  1  1  0  1  1  0  0  0xEC
1005	1  1  1  1  0  0  1  1  0xF3
1006	1  1  0  1  0  1  1  0  0xD6
1007	1  1  0  0  1  1  0  1  0xCD
1008	1  0  1  1  0  1  0  1  0xB5
1009	1  1  0  0  1  0  0  1  0xC9
1010	0  1  0  0  0  0  1  0  0x42
1011	1  1  0  0  0  1  0  1  0xC5
1012	1  0  1  0  1  0  0  1  0xA9
1013	1  0  1  0  1  0  1  0  0xAA
1014	1  0  0  0  1  0  0  0  0x88
1015	1  1  1  1  1  1  0  0  0xFC
1016	1  0  0  0  0  1  0  0  0x84
1017	0  0  1  1  0  1  0  0  0x34
1018	1  1  0  1  0  0  1  0  0xD2
1019	0  0  1  1  1  0  1  0  0x3A
1020	0  0  1  1  1  0  1  0  0x3A
1021	0  1  0  1  1  1  0  1  0x5D
1022	0  1  1  1  1  1  0  1  0x7D
1023	1  0  0  1  0  0  0  1  0x91
1024	0  0  1  1  0  0  1  0  0x32
1025	1  1  1  0  0  1  0  0  0xE4
1026	0  1  1  0  1  1  0  1  0x6D
1027	0  1  1  0  0  1  0  1  0x65
1028	1  1  0  0  0  1  1  1  0xC7
1029	1  1  1  1  0  1  1  1  0xF7
1030	1  0  1  0  1  1  1  1  0xAF
1031	1  0  1  1  1  1  0  1  0xBD
1032	0  0  0  0  0  0  0  1  0x01
1033	0  0  1  0  0  1  1  0  0x26
1034	0  1  0  1  0  1  1  0  0x56
1035	1  1  0  0  1  0  0  1  0xC9
1036	1  0  0  1  0  0  0  0  0x90
1037	1  0  0  0  0  1  1  1  0x87
1038	1  0  0  0  1  1  1  1  0x8F
1039	1  0  1  1  0  0  1  1  0xB3
1040	0  0  0  0  1  0  1  0  0x0A
1041	0  0  1  0  1  0  1  1  0x2B
1042	0  0  0  0  0  1  1  0  0x06
1043	1  0  1  0  1  0  1  0  0xAA
1044	0  1  1  0  0  1  1  0  0x66
1045	1  1  0  0  0  0  0  1  0xC1
1046	0  1  1  1  1  1  1  0  0x7E
1047	0  0  1  0  1  1  0  1  0x2D
1048	1  0  1  1  1  0  0  1  0xB9
1049	1  0  0  0  1  0  0  1  0x89
1050	1  0  1  0  1  1  0  0  0xAC
1051	1  0  0  1  0  1  0  1  0x95
1052	0  0  1  0  1  1  1  1  0x2F
1053	0  1  1  1  1  1  0  0  0x7C
1054	0  1  0  1  0  1  0  0  0x54
1055	1  1  1  0  0  1  1  0  0xE6
1056	0  1  0  0  1  1  0  1  0x4D
1057	1  0  1  1  1  0  1  0  0xBA
1058	1  0  1  0  0  1  1  0  0xA6
1059	1  1  0  1  0  1  1  1  0xD7
1060	0  1  1  0  0  1  0  1  0x65
1061	0  0  1  1  0  0  1  1  0x33
1062	1  1  0  1  1  0  1  1  0xDB
1063	0  0  0  1  1  1  1  1  0x1F
1064	0  1  0  1  1  0  1  0  0x5A
1065	1  0  0  1  1  0  1  0  0x9A
1066	0  0  0  0  1  1  0  0  0x0C
1067	0  0  0  0  0  0  1  0  0x02
1068	1  0  0  1  0  1  0  1  0x95
1069	1  0  0  0  0  1  1  1  0x87
1070	0  1  0  1  0  0  1  0  0x52
1071	0  0  0  1  1  1  0  0  0x1C
1072	0  1  0  0  1  0  0  0  0x48
1073	1  1  1  0  1  0  1  1  0xEB
1074	0  0  1  0  0  1  0  0  0x24
1075	0  1  1  0  1  1  0  1  0x6D
1076	1  1  1  0  0  0  1  0  0xE2
1077	1  0  1  1  1  0  0  1  0xB9
1078	1  1  1  0  1  1  0  1  0xED
1079	1  0  1  0  0  1  1  0  0xA6
1080	1  1  0  1  0  0  1  1  0xD3
1081	1  1  0  1  0  0  1  0  0xD2
1082	1  1  1  0  1  1  0  0  0xEC
1083	1  0  1  1  0  0  1  1  0xB3
1084	1  0  0  0  0  0  1  0  0x82
1085	0  0  1  1  0  0  1  0  0x32
1086	0  1  0  1  0  0  0  1  0x51
1087	1  0  0  0  1  0  0  1  0x89
1088	1  0  0  0  1  0  1  1  0x8B
1089	0  1  0  1  1  0  1  0  0x5A
1090	1  0  0  1  0  1  1  0  0x96
1091	0  0  1  1  0  0  1  0  0x32
1092	0  0  1  1  1  1  0  1  0x3D
1093	1  1  1  1  1  1  0  1  0xFD
1094	0  0  0  1  1  0  1  1  0x1B
1095	0  0  0  1  0  1  1  0  0x16
1096	0  1  0  1  0  1  0  0  0x54
1097	1  1  1  0  1  1  1  0  0xEE
1098	0  0  0  0  0  1  0  1  0x05
1099	1  0  0  0  1  0  1  1  0x8B
1100	1  1  1  1  0  0  1  1  0xF3
1101	0  1  0  0  1  0  0  1  0x49
1102	0  1  0  1  1  0  0  0  0x58
1103	1  0  1  0  0  0  0  0  0xA0
1104	1  1  1  0  0  1  0  1  0xE5
1105	1  1  1  0  0  0  0  1  0xE1
1106	0  1  0  1  0  0  1  1  0x53
1107	0  0  1  0  0  1  1  0  0x26
1108	0  0  0  1  0  1  0  1  0x15
1109	1  1  1  0  1  0  1  0  0xEA
1110	0  0  0  0  1  1  0  0  0x0C
1111	0  0  0  0  0  0  0  0  0x00
1112	0  1  0  0  1  0  1  1  0x4B
1113	1  1  1  0  1  0  0  0  0xE8
1114	0  1  0  0  1  1  0  0  0x4C
1115	1  0  1  0  1  1  0  1  0xAD
1116	0  0  1  0  1  0  0  1  0x29
1117	1  1  0  1  0  1  1  1  0xD7
1118	1  0  1  0  1  1  0  1  0xAD
1119	0  0  0  1  0  0  1  1  0x13
1120	0  1  1  0  0  1  0  1  0x65
1121	1  0  0  1  1  1  0  0  0x9C
1122	1  1  1  1  0  0  1  0  0xF2
1123	1  0  0  0  1  1  1  0  0x8E
1124	0  1  0  0  1  0  0  0  0x48
1125	1  0  1  0  1  0  1  1  0xAB
1126	1  0  1  0  0  1  1  1  0xA7
1127	0  0  1  1  1  0  0  1  0x39
1128	0  1  1  0  1  0  0  0  0x68
1129	1  1  1  1  1  0  1  0  0xFA
1130	1  1  1  1  1  0  1  0  0xFA
1131	0  1  1  1  1  1  0  0  0x7C
1132	1  0  1  0  0  0  1  0  0xA2
1133	0  0  1  0  0  1  1  1  0x27
1134	1  1  0  1  1  0  0  0  0xD8
1135	1  1  0  1  0  1  1  0  0xD6
1136	0  1  0  1  1  0  1  0  0x5A
1137	1  1  1  0  0  1  0  1  0xE5
1138	0  1  0  0  1  0  1  1  0x4B
1139	1  1  1  0  1  1  0  0  0xEC
1140	1  1  1  1  0  1  1  0  0xF6
1141	1  0  1  0  1  1  0  0  0xAC
1142	0  0  0  1  0  0  1  1  0x13
1143	1  1  0  1  0  0  1  1  0xD3
1144	1  0  0  1  1  0  0  1  0x99
1145	1  0  1  0  0  0  0  1  0xA1
1146	1  0  0  0  0  1  0  0  0x84
1147	1  0  0  1  1  0  1  0  0x9A
1148	0  0  0  1  1  1  0  1  0x1D
1149	1  1  0  0  0  0  1  1  0xC3
1150	1  0  0  1  1  1  1  1  0x9F
1151	0  0  0  1  1  1  0  0  0x1C
1152	0  1  0  1  0  0  1  1  0x53
1153	0  1  0  1  1  0  0  0  0x58
1154	0  1  1  1  0  1  0  0  0x74
1155	0  0  0  0  0  1  0  0  0x04
1156	0  1  1  1  1  1  1  0  0x7E
1157	1  0  0  1  0  1  1  1  0x97
1158	1  0  1  1  0  1  1  1  0xB7
1159	0  0  1  0  0  0  0  1  0x21
1160	0  0  0  0  1  1  0  1  0x0D
1161	1  0  0  1  0  1  1  1  0x97
1162	1  0  1  0  0  0  1  0  0xA2
1163	1  1  1  0  1  1  0  0  0xEC
1164	1  0  0  1  1  0  0  1  0x99
1165	0  1  1  1  0  1  1  1  0x77
1166	0  0  0  0  1  0  1  0  0x0A
1167	0  1  0  1  0  1  1  1  0x57
1168	0  0  0  1  1  1  1  1  0x1F
1169	1  1  0  0  1  1  1  1  0xCF
1170	1  1  0  0  0  1  0  1  0xC5
1171	1  1  0  1  1  0  0  0  0xD8
1172	0  1  1  1  1  1  1  1  0x7F
1173	0  1  0  1  0  1  1  1  0x57
1174	0  0  1  1  1  0  1  1  0x3B
1175	1  0  1  1  0  1  1  0  0xB6
1176	0  0  1  1  0  1  0  0  0x34
1177	1  1  0  1  0  1  1  0  0xD6
1178	0  1  0  0  1  0  1  0  0x4A
1179	1  0  0  1  0  0  1  1  0x93
1180	0  1  0  1  0  1  1  0  0x56
1181	0  1  0  0  1  1  1  0  0x4E
1182	0  1  1  0  0  0  0  0  0x60
1183	0  0  1  1  1  0  1  1  0x3B
1184	1  1  0  0  1  1  0  1  0xCD
1185	0  1  1  0  0  1  1  0  0x66
1186	1  1  0  1  0  0  1  1  0xD3
1187	1  0  1  0  1  1  0  0  0xAC
1188	1  1  0  1  0  1  1  1  0xD7
1189	0  0  0  1  0  1  1  1  0x17
1190	1  0  0  0  0  1  0  0  0x84
1191	0  1  1  0  0  1  0  1  0x65
1192	1  0  1  1  1  1  0  1  0xBD
1193	1  0  0  1  1  0  1  1  0x9B
1194	1  0  1  1  0  1  0  1  0xB5
1195	1  1  1  1  0  1  0  0  0xF4
1196	1  1  0  1  0  0  0  1  0xD1
1197	1  0  0  1  0  0  1  1  0x93
1198	0  0  1  0  0  1  1  1  0x27
1199	1  0  1  1  1  0  1  0  0xBA
1200	1  0  1  0  1  1  0  0  0xAC
1201	0  1  1  1  0  1  1  1  0x77
1202	0  1  1  1  0  1  1  1  0x77
1203	0  0  0  0  0  0  0  1  0x01
1204	1  0  1  0  0  1  1  0  0xA6
1205	0  1  0  0  0  0  1  1  0x43
1206	1  0  1  1  1  0  1  1  0xBB
1207	0  1  0  0  0  0  1  0  0x42
1208	1  0  0  1  0  1  1  0  0x96
1209	0  1  1  0  0  0  0  0  0x60
1210	0  1  0  1  1  0  0  0  0x58
1211	1  0  1  1  0  0  0  0  0xB0
1212	1  1  0  0  1  0  1  1  0xCB
1213	1  1  0  1  0  0  0  0  0xD0
1214	0  0  1  0  0  1  1  1  0x27
1215	0  0  0  0  1  0  0  0  0x08
1216	0  1  0  0  1  0  1  1  0x4B
1217	1  0  0  1  1  1  1  0  0x9E
1218	1  1  0  0  1  0  0  0  0xC8
1219	1  0  0  1  1  1  0  1  0x9D
1220	0  1  0  0  1  0  1  1  0x4B
1221	1  0  0  0  0  1  0  1  0x85
1222	0  1  0  0  0  1  0  1  0x45
